post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,stock_status,backorders
Orla Kiely Spot Flower - Dark Marine,variation-999537261-of-orla-kiely-spot-flower,999535261,999537263,,Colour: Dark Marine,publish,,0,17/04/22 11:00,1049,closed,OK-SPF140UNCDA,OK-SPF140UNCDA-P,,onbackorder,no
Orla Kiely Spot Flower - Seagrass,variation-999537264-of-orla-kiely-spot-flower,999535261,999537265,,Colour: Seagrass,publish,,0,17/04/22 11:00,1049,closed,OK-SPF140UNCSE,OK-SPF140UNCDA-P,,onbackorder,no
Orla Kiely Two Colour Stem,orla-kiely-two-colour-stem,,999535264,"Orla Kiely is an Irish contemporary designer known for her unique retro prints and designs. Her love of pattern, colour, texture and rhythm, which as components all play and work together. With clean orderly repeat constructions and a boldness of scale, her work achieves strength with a very modern quality, while her nostalgia for all things mid century, help make her patterns charming, uplifting and instantly recognisable.",<span></span>,publish,,0,17/04/22 11:01,1049,open,OK-TCS140UNCOL-P,,,onbackorder,no
Orla Kiely Two Colour Stem - Olive,variation-999537266-of-orla-kiely-two-colour-stem,999535264,999537268,,Colour: Olive,publish,,0,17/04/22 11:01,1049,closed,OK-TCS140UNCOL,OK-TCS140UNCOL-P,,onbackorder,no
Orla Kiely Two Colour Stem - Powder Blue,variation-999537268-of-orla-kiely-two-colour-stem,999535264,999537270,,Colour: Powder Blue,publish,,0,17/04/22 11:01,1049,closed,OK-TCS140UNCPO,OK-TCS140UNCOL-P,,onbackorder,no
Orla Kiely Two Colour Stem - Warm Grey,variation-999537270-of-orla-kiely-two-colour-stem,999535264,999537272,,Colour: Warm Grey,publish,,0,17/04/22 11:01,1049,closed,OK-TCS140UNCWA,OK-TCS140UNCOL-P,,onbackorder,no
Orla Kiely Velvet Sixties Stem Fabric,orla-kiely-velvet-sixties-stem-fabric,,999535266,"Orla Kiely is an Irish contemporary designer known for her unique retro prints and designs. Her love of pattern, colour, texture and rhythm, which as components all play and work together. With clean orderly repeat constructions and a boldness of scale, her work achieves strength with a very modern quality, while her nostalgia for all things mid century, help make her patterns charming, uplifting and instantly recognisable.",<span></span>,publish,,0,17/04/22 11:01,1049,open,OK-VEL140UNCBU-P,,,onbackorder,no
Orla Kiely Velvet Sixties Stem Fabric - Bubblegum,variation-999537272-of-orla-kiely-velvet-sixties-stem-fabric,999535266,999537275,,Colour: Bubblegum,publish,,0,17/04/22 11:01,1049,closed,OK-VEL140UNCBU,OK-VEL140UNCBU-P,,onbackorder,no
Orla Kiely Velvet Sixties Stem Fabric - Charcoal,variation-999537274-of-orla-kiely-velvet-sixties-stem-fabric,999535266,999537277,,Colour: Charcoal,publish,,0,17/04/22 11:01,1049,closed,OK-VEL140UNCCH,OK-VEL140UNCBU-P,,onbackorder,no
Orla Kiely Velvet Sixties Stem Fabric - Dark Marine,variation-999537276-of-orla-kiely-velvet-sixties-stem-fabric,999535266,999537279,,Colour: Dark Marine,publish,,0,17/04/22 11:01,1049,closed,OK-VEL140UNCMA,OK-VEL140UNCBU-P,,onbackorder,no
Orla Kiely Velvet Sixties Stem Fabric - Misty Grey,variation-999537278-of-orla-kiely-velvet-sixties-stem-fabric,999535266,999537281,,Colour: Misty Grey,publish,,0,17/04/22 11:01,1049,closed,Ok-VEL140UNCMI,OK-VEL140UNCBU-P,,onbackorder,no
Orla Kiely Velvet Sixties Stem Fabric - Mid Powder Blue,variation-999537280-of-orla-kiely-velvet-sixties-stem-fabric,999535266,999537283,,Colour: Mid Powder Blue,publish,,0,17/04/22 11:01,1049,closed,Ok-VEL140UNCPO,OK-VEL140UNCBU-P,,onbackorder,no
Orla Kiely Velvet Sixties Stem Fabric - Yellow,variation-999537282-of-orla-kiely-velvet-sixties-stem-fabric,999535266,999537285,,Colour: Yellow,publish,,0,17/04/22 11:01,1049,closed,Ok-VEL140UNCYE,OK-VEL140UNCBU-P,,onbackorder,no
Orla Kiely Velvet Spot Flower Fabric,orla-kiely-velvet-spot-flower-fabric,,999535268,"Orla Kiely is an Irish contemporary designer known for her unique retro prints and designs. Her love of pattern, colour, texture and rhythm, which as components all play and work together. With clean orderly repeat constructions and a boldness of scale, her work achieves strength with a very modern quality, while her nostalgia for all things mid century, help make her patterns charming, uplifting and instantly recognisable.",<span></span>,publish,,0,17/04/22 11:01,1049,open,OK-VEL140UNCDA-P,,,onbackorder,no
Orla Kiely Velvet Spot Flower Fabric - Dark Warm Grey,variation-999537285-of-orla-kiely-velvet-spot-flower-fabric,999535268,999537288,,Colour: Dark Warm Grey,publish,,0,17/04/22 11:01,1049,closed,OK-VEL140UNCDA,OK-VEL140UNCDA-P,,onbackorder,no
Orla Kiely Velvet Spot Flower Fabric - Jade,variation-999537287-of-orla-kiely-velvet-spot-flower-fabric,999535268,999537290,,Colour: Jade,publish,,0,17/04/22 11:01,1049,closed,OK-VEL140UNCJA,OK-VEL140UNCDA-P,,onbackorder,no
Orla Kiely Velvet Spot Flower Fabric - Purple,variation-999537289-of-orla-kiely-velvet-spot-flower-fabric,999535268,999537292,,Colour: Purple,publish,,0,17/04/22 11:01,1049,closed,Ok-VEL140UNCPU,OK-VEL140UNCDA-P,,onbackorder,no
Orla Kiely Velvet Spot Flower Fabric - Tea Rose,variation-999537291-of-orla-kiely-velvet-spot-flower-fabric,999535268,999537294,,Colour: Tea Rose,publish,,0,17/04/22 11:01,1049,closed,Ok-VEL140UNCTE,OK-VEL140UNCDA-P,,onbackorder,no
Orla Kiely Woven Climbing Daisy Fabric,orla-kiely-woven-climbing-daisy-fabric,,999535270,"Orla Kiely is an Irish contemporary designer known for her unique retro prints and designs. Her love of pattern, colour, texture and rhythm, which as components all play and work together. With clean orderly repeat constructions and a boldness of scale, her work achieves strength with a very modern quality, while her nostalgia for all things mid century, help make her patterns charming, uplifting and instantly recognisable.",<span></span>,publish,,0,17/04/22 11:01,1049,open,OK-WOV138UNCCH-P,,,onbackorder,no
Orla Kiely Woven Climbing Daisy Fabric - Charcoal,variation-999537293-of-orla-kiely-woven-climbing-daisy-fabric,999535270,999537298,,Colour: Charcoal,publish,,0,17/04/22 11:01,1049,closed,OK-WOV138UNCCH,OK-WOV138UNCCH-P,,onbackorder,no
Orla Kiely Woven Climbing Daisy Fabric - Cornflower,variation-999537296-of-orla-kiely-woven-climbing-daisy-fabric,999535270,999537300,,Colour: Cornflower,publish,,0,17/04/22 11:01,1049,closed,OK-WOV138UNCCO,OK-WOV138UNCCH-P,,onbackorder,no
Orla Kiely Woven Climbing Daisy Fabric - Cream,variation-999537299-of-orla-kiely-woven-climbing-daisy-fabric,999535270,999537302,,Colour: Cream,publish,,0,17/04/22 11:01,1049,closed,OK-WOV138UNCCR,OK-WOV138UNCCH-P,,onbackorder,no
Orla Kiely Woven Climbing Daisy Fabric - Tan,variation-999537302-of-orla-kiely-woven-climbing-daisy-fabric,999535270,999537304,,Colour: Tan,publish,,0,17/04/22 11:01,1049,closed,Ok-WOV138UNCTA,OK-WOV138UNCCH-P,,onbackorder,no
Orla Kiely Woven Climbing Daisy Fabric - Yellow Olive,variation-999537304-of-orla-kiely-woven-climbing-daisy-fabric,999535270,999537306,,Colour: Yellow Olive,publish,,0,17/04/22 11:01,1049,closed,Ok-WOV138UNCYE,OK-WOV138UNCCH-P,,onbackorder,no
Orla Kiely Woven Acron Cup Fabric,orla-kiely-woven-acron-cup-fabric,,999535273,"Orla Kiely is an Irish contemporary designer known for her unique retro prints and designs. Her love of pattern, colour, texture and rhythm, which as components all play and work together. With clean orderly repeat constructions and a boldness of scale, her work achieves strength with a very modern quality, while her nostalgia for all things mid century, help make her patterns charming, uplifting and instantly recognisable.",<span></span>,publish,,0,17/04/22 11:01,1049,open,Ok-WVN138UNCCH-P,,,onbackorder,no
Orla Kiely Woven Acron Cup Fabric - Charcoal,variation-999537306-of-orla-kiely-woven-acron-cup-fabric,999535273,999537309,,Colour: Charcoal,publish,,0,17/04/22 11:01,1049,closed,Ok-WVN138UNCCH,Ok-WVN138UNCCH-P,,onbackorder,no
Orla Kiely Woven Acron Cup Fabric - Dandelion,variation-999537308-of-orla-kiely-woven-acron-cup-fabric,999535273,999537311,,Colour: Dandelion,publish,,0,17/04/22 11:01,1049,closed,OK-WVN138UNCDA,Ok-WVN138UNCCH-P,,onbackorder,no
Orla Kiely Woven Acron Cup Fabric - Mid Powder Blue,variation-999537310-of-orla-kiely-woven-acron-cup-fabric,999535273,999537313,,Colour: Mid Powder Blue,publish,,0,17/04/22 11:01,1049,closed,OK-WVN138UNCMI,Ok-WVN138UNCCH-P,,onbackorder,no
Orla Kiely Woven Acron Cup Fabric - Moss,variation-999537312-of-orla-kiely-woven-acron-cup-fabric,999535273,999537315,,Colour: Moss,publish,,0,17/04/22 11:01,1049,closed,OK-WVN138UNCMO,Ok-WVN138UNCCH-P,,onbackorder,no
Orla Kiely Woven Acron Cup Fabric - Yellow Olive,variation-999537314-of-orla-kiely-woven-acron-cup-fabric,999535273,999537317,,Colour: Yellow Olive,publish,,0,17/04/22 11:01,1049,closed,OK-WVN138UNCYE,Ok-WVN138UNCCH-P,,onbackorder,no
Sheer Curtain Fabric Alsace,sheer-curtain-fabric-alsace,,999535276,"The Alsace Collection is a tonal linen-look sheer fabric, with the advantage of being polyester. The width of this fabric is: 320cm with a Lead-Weight. This Fabric is FR Rated and so is suitable for both residential and commerical use. Alsace is available in 8 on-trend shades","<h1>Care Code</h1><p>&nbsp;<img align=""baseline"" alt=""DO NOT WASH"" height=""36"" src=""/site/inspiry1-dev/DOCUMENTS/DO NOT WASH.png"" title=""DO NOT WASH"" width=""50"" /><img align=""baseline"" alt=""PROFESSIONAL DRY CLEAN"" height=""46"" src=""/site/inspiry1-dev/DOCUMENTS/PROFESSIONAL DRY CLEAN.png"" title=""PROFESSIONAL DRY CLEAN"" width=""44"" /><img align=""baseline"" alt=""DO NOT IRON"" height=""41"" src=""/site/inspiry1-dev/DOCUMENTS/DO NOT IRON.png"" title=""DO NOT IRON"" width=""59"" /><br /><br />&nbsp;</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 11:01,1049,open,SM-ALSACE-ASH-P,,,onbackorder,no
Sheer Curtain Fabric Alsace - White,variation-999537100-of-sheer-curtain-fabric-alsace,999535276,999537100,,Colour: White,publish,,0,17/04/22 11:01,1049,closed,SM-ALSACE-WHITE,SM-ALSACE-ASH-P,,onbackorder,no
Sheer Curtain Fabric Alsace - Ash,variation-999537082-of-sheer-curtain-fabric-alsace,999535276,999537320,,Colour: Ash,publish,,0,17/04/22 11:01,1049,closed,SM-ALSACE-ASH,SM-ALSACE-ASH-P,,onbackorder,no
Sheer Curtain Fabric Alsace - Beige,variation-999537084-of-sheer-curtain-fabric-alsace,999535276,999537322,,Colour: Beige,publish,,0,17/04/22 11:01,1049,closed,SM-ALSACE-BEIGE,SM-ALSACE-ASH-P,,onbackorder,no
Sheer Curtain Fabric Alsace - Charcoal,variation-999537086-of-sheer-curtain-fabric-alsace,999535276,999537324,,Colour: Charcoal,publish,,0,17/04/22 11:01,1049,closed,SM-ALSACE-CHARCOAL,SM-ALSACE-ASH-P,,onbackorder,no
Sheer Curtain Fabric Alsace - Grey,variation-999537091-of-sheer-curtain-fabric-alsace,999535276,999537326,,Colour: Grey,publish,,0,17/04/22 11:01,1049,closed,SM-ALSACE-GREY,SM-ALSACE-ASH-P,,onbackorder,no
Sheer Curtain Fabric Alsace - Ivory,variation-999537093-of-sheer-curtain-fabric-alsace,999535276,999537328,,Colour: Ivory,publish,,0,17/04/22 11:01,1049,closed,SM-ALSACE-IVORY,SM-ALSACE-ASH-P,,onbackorder,no
Sheer Curtain Fabric Alsace - Linen,variation-999537095-of-sheer-curtain-fabric-alsace,999535276,999537330,,Colour: Linen,publish,,0,17/04/22 11:01,1049,closed,SM-ALSACE-LINEN,SM-ALSACE-ASH-P,,onbackorder,no
Sheer Curtain Fabric Alsace - Mist,variation-999537097-of-sheer-curtain-fabric-alsace,999535276,999537332,,Colour: Mist,publish,,0,17/04/22 11:01,1049,closed,SM-ALSACE-MIST,SM-ALSACE-ASH-P,,onbackorder,no
Sheer Curtain Fabric Capri,sheer-curtain-fabric-capri,,999535278,"The Capri Collection is a Linen look sheer fabric. Lead weighted base, and wide width. This is best selling sheer has great colour selections to choose from. FR Rated so is suitable for both residental and commerical.",<span></span>,publish,,0,17/04/22 11:01,1049,open,SM-CAPRI-AIRFORCE-P,,,onbackorder,no
Sheer Curtain Fabric Capri - Airforce,variation-999537102-of-sheer-curtain-fabric-capri,999535278,999537102,,Colour: Airforce,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-AIRFORCE,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Aqua,variation-999537104-of-sheer-curtain-fabric-capri,999535278,999537104,,Colour: Aqua,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-AQUA,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Beige,variation-999537106-of-sheer-curtain-fabric-capri,999535278,999537106,,Colour: Beige,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-BEIGE,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Black,variation-999537108-of-sheer-curtain-fabric-capri,999535278,999537108,,Colour: Black,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-BLACK,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Brass,variation-999537110-of-sheer-curtain-fabric-capri,999535278,999537110,,Colour: Brass,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-BRASS,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Charcoal,variation-999537112-of-sheer-curtain-fabric-capri,999535278,999537112,,Colour: Charcoal,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-CHARCOAL,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Chrome,variation-999537114-of-sheer-curtain-fabric-capri,999535278,999537114,,Colour: Chrome,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-CHROME,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Icemint,variation-999537116-of-sheer-curtain-fabric-capri,999535278,999537116,,Colour: Icemint,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-ICEMINT,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Ivory,variation-999537118-of-sheer-curtain-fabric-capri,999535278,999537118,,Colour: Ivory,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-IVORY,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Linen,variation-999537120-of-sheer-curtain-fabric-capri,999535278,999537120,,Colour: Linen,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-LINEN,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Mist,variation-999537122-of-sheer-curtain-fabric-capri,999535278,999537122,,Colour: Mist,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-MIST,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Muslin,variation-999537124-of-sheer-curtain-fabric-capri,999535278,999537124,,Colour: Muslin,publish,,0,17/04/22 11:01,1049,closed,SM-CAPRI-MUSLIN,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Ocean,variation-999537126-of-sheer-curtain-fabric-capri,999535278,999537126,,Colour: Ocean,publish,,0,17/04/22 11:02,1049,closed,SM-CAPRI-OCEAN,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Pearl,variation-999537128-of-sheer-curtain-fabric-capri,999535278,999537128,,Colour: Pearl,publish,,0,17/04/22 11:02,1049,closed,SM-CAPRI-PEARL,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Platinum,variation-999537130-of-sheer-curtain-fabric-capri,999535278,999537130,,Colour: Platinum,publish,,0,17/04/22 11:02,1049,closed,SM-CAPRI-PLATINUM,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Silver,variation-999537132-of-sheer-curtain-fabric-capri,999535278,999537132,,Colour: Silver,publish,,0,17/04/22 11:02,1049,closed,SM-CAPRI-SILVER,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Steel,variation-999537134-of-sheer-curtain-fabric-capri,999535278,999537134,,Colour: Steel,publish,,0,17/04/22 11:02,1049,closed,SM-CAPRI-STEEL,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - Tussah,variation-999537136-of-sheer-curtain-fabric-capri,999535278,999537136,,Colour: Tussah,publish,,0,17/04/22 11:02,1049,closed,SM-CAPRI-TUSSAH,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Capri - White,variation-999537138-of-sheer-curtain-fabric-capri,999535278,999537138,,Colour: White,publish,,0,17/04/22 11:02,1049,closed,SM-CAPRI-WHITE,SM-CAPRI-AIRFORCE-P,,onbackorder,no
Sheer Curtain Fabric Montauk,sheer-curtain-fabric-montauk,,999535280,"The Montauk Collection is a tonal line-look sheer fabric, with the advantage of being polyester.The width of this fabric is:Â¬â€ 320cm with a Lead-Weight. This fabric is FR Rated and so is suitable for both residental and commercial use. Montauk is available in 6 on-trend shades","<h1>Care Code</h1><p>&nbsp;<img align=""baseline"" alt=""DO NOT WASH"" height=""36"" src=""/site/inspiry1-dev/DOCUMENTS/DO NOT WASH.png"" title=""DO NOT WASH"" width=""50"" /><img align=""baseline"" alt=""PROFESSIONAL DRY CLEAN"" height=""46"" src=""/site/inspiry1-dev/DOCUMENTS/PROFESSIONAL DRY CLEAN.png"" title=""PROFESSIONAL DRY CLEAN"" width=""44"" /><img align=""baseline"" alt=""DO NOT IRON"" height=""41"" src=""/site/inspiry1-dev/DOCUMENTS/DO NOT IRON.png"" title=""DO NOT IRON"" width=""59"" /><br /> <br />&nbsp;</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 11:02,1049,open,SM-MONTAUK-ASH-P,,,onbackorder,no
Sheer Curtain Fabric Montauk - Ash,variation-999537140-of-sheer-curtain-fabric-montauk,999535280,999537140,,Colour: Ash,publish,,0,17/04/22 11:02,1049,closed,SM-MONTAUK-ASH,SM-MONTAUK-ASH-P,,onbackorder,no
Sheer Curtain Fabric Montauk - Beige,variation-999537142-of-sheer-curtain-fabric-montauk,999535280,999537142,,Colour: Beige,publish,,0,17/04/22 11:02,1049,closed,SM-MONTAUK-BEIGE,SM-MONTAUK-ASH-P,,onbackorder,no
Sheer Curtain Fabric Montauk - Charcoal,variation-999537144-of-sheer-curtain-fabric-montauk,999535280,999537144,,Colour: Charcoal,publish,,0,17/04/22 11:02,1049,closed,SM-MONTAUK-CHARCOAL,SM-MONTAUK-ASH-P,,onbackorder,no
Sheer Curtain Fabric Montauk - Grey,variation-999537146-of-sheer-curtain-fabric-montauk,999535280,999537146,,Colour: Grey,publish,,0,17/04/22 11:02,1049,closed,SM-MONTAUK-GREY,SM-MONTAUK-ASH-P,,onbackorder,no
Sheer Curtain Fabric Montauk - Linen,variation-999537148-of-sheer-curtain-fabric-montauk,999535280,999537148,,Colour: Linen,publish,,0,17/04/22 11:02,1049,closed,SM-MONTAUK-LINEN,SM-MONTAUK-ASH-P,,onbackorder,no
Sheer Curtain Fabric Pebble Beach,sheer-curtain-fabric-pebble-beach,,999535282,"The Pebble Beach Collection is a tonal linen-look sheer fabric, with the advantage of being polyester. The width of this fabric is: 320cm with a Lead-Weight. This fabric is FR Rated and so is suitable for both residential and commerical use. Pebble Beach is available in 5 on-trend shades.","<h1>Care Code</h1><p>&nbsp;<img align=""baseline"" alt=""DO NOT WASH"" height=""36"" src=""/site/inspiry1-dev/DOCUMENTS/DO NOT WASH.png"" title=""DO NOT WASH"" width=""50"" /><img align=""baseline"" alt=""PROFESSIONAL DRY CLEAN"" height=""46"" src=""/site/inspiry1-dev/DOCUMENTS/PROFESSIONAL DRY CLEAN.png"" title=""PROFESSIONAL DRY CLEAN"" width=""44"" /><img align=""baseline"" alt=""DO NOT IRON"" height=""41"" src=""/site/inspiry1-dev/DOCUMENTS/DO NOT IRON.png"" title=""DO NOT IRON"" width=""59"" /><br /> <br />&nbsp;</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 11:02,1049,open,SM-PEBBLEBEACH-LINEN-P,,,onbackorder,no
Sheer Curtain Fabric Pebble Beach - Linen,variation-999537150-of-sheer-curtain-fabric-pebble-beach,999535282,999537150,,Colour: Linen,publish,,0,17/04/22 11:02,1049,closed,SM-PEBBLEBEACH-LINEN,SM-PEBBLEBEACH-LINEN-P,,onbackorder,no
Sheer Curtain Fabric Pebble Beach - Ocean,variation-999537152-of-sheer-curtain-fabric-pebble-beach,999535282,999537152,,Colour: Ocean,publish,,0,17/04/22 11:02,1049,closed,SM-PEBBLEBEACH-OCEAN,SM-PEBBLEBEACH-LINEN-P,,onbackorder,no
Sheer Curtain Fabric Pebble Beach - Platinum,variation-999537154-of-sheer-curtain-fabric-pebble-beach,999535282,999537154,,Colour: Platinum,publish,,0,17/04/22 11:02,1049,closed,SM-PEBBLEBEACH-PLATINUM,SM-PEBBLEBEACH-LINEN-P,,onbackorder,no
Sheer Curtain Fabric Pebble Beach - Sand,variation-999537156-of-sheer-curtain-fabric-pebble-beach,999535282,999537156,,Colour: Sand,publish,,0,17/04/22 11:02,1049,closed,SM-PEBBLEBEACH-SAND,SM-PEBBLEBEACH-LINEN-P,,onbackorder,no
Sheer Curtain Fabric Pebble Beach - Stone,variation-999537158-of-sheer-curtain-fabric-pebble-beach,999535282,999537158,,Colour: Stone,publish,,0,17/04/22 11:02,1049,closed,SM-PEBBLEBEACH-STONE,SM-PEBBLEBEACH-LINEN-P,,onbackorder,no
Sheer Curtain Fabric Portofino,sheer-curtain-fabric-portofino,,999535284,"The Portofino Collection is a plain linen look sheer with a background with a leafy print. Lead weighted base, and wide width. This is best selling sheer has great colour selections to choose from. FR Rated so is suitable for both residental and commerical.",<span></span>,publish,,0,17/04/22 11:02,1049,open,SM-PORTOFINO-CHARCOAL-P,,,onbackorder,no
Sheer Curtain Fabric Portofino - Charcoal,variation-999537160-of-sheer-curtain-fabric-portofino,999535284,999537160,,Colour: Charcoal,publish,,0,17/04/22 11:02,1049,closed,SM-PORTOFINO-CHARCOAL,SM-PORTOFINO-CHARCOAL-P,,onbackorder,no
Sheer Curtain Fabric Portofino - Grey,variation-999537162-of-sheer-curtain-fabric-portofino,999535284,999537162,,Colour: Grey,publish,,0,17/04/22 11:02,1049,closed,SM-PORTOFINO-GREY,SM-PORTOFINO-CHARCOAL-P,,onbackorder,no
Sheer Curtain Fabric Portofino - Pewter,variation-999537164-of-sheer-curtain-fabric-portofino,999535284,999537164,,Colour: Pewter,publish,,0,17/04/22 11:02,1049,closed,SM-PORTOFINO-PEWTER,SM-PORTOFINO-CHARCOAL-P,,onbackorder,no
Sheer Curtain Fabric Portofino - White,variation-999537166-of-sheer-curtain-fabric-portofino,999535284,999537166,,Colour: White,publish,,0,17/04/22 11:02,1049,closed,SM-PORTOFINO-WHITE,SM-PORTOFINO-CHARCOAL-P,,onbackorder,no
Sheer Curtain Fabric Provence,sheer-curtain-fabric-provence,,999535286,"The Provence Collection is a floral embroidery, on a linen-look sheer fabric. The wide of this fabric is 320cm with a Lead-Weight. This fabric is FR Rated and so is suitable for both residential and commerical use. Provence is available in 4 on-trend shades","<h1>Care Code</h1><p>&nbsp;<img align=""baseline"" alt=""DO NOT WASH"" height=""36"" src=""/site/inspiry1-dev/DOCUMENTS/DO NOT WASH.png"" title=""DO NOT WASH"" width=""50"" /><img align=""baseline"" alt=""PROFESSIONAL DRY CLEAN"" height=""46"" src=""/site/inspiry1-dev/DOCUMENTS/PROFESSIONAL DRY CLEAN.png"" title=""PROFESSIONAL DRY CLEAN"" width=""44"" /><img align=""baseline"" alt=""DO NOT IRON"" height=""41"" src=""/site/inspiry1-dev/DOCUMENTS/DO NOT IRON.png"" title=""DO NOT IRON"" width=""59"" /><br /> <br />&nbsp;</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 11:02,1049,open,SM-PROVENCE-IVORY-P,,,onbackorder,no
Sheer Curtain Fabric Provence - Ivory,variation-999537168-of-sheer-curtain-fabric-provence,999535286,999537168,,Colour: Ivory,publish,,0,17/04/22 11:02,1049,closed,SM-PROVENCE-IVORY,SM-PROVENCE-IVORY-P,,onbackorder,no
Sheer Curtain Fabric Provence - Linen,variation-999537170-of-sheer-curtain-fabric-provence,999535286,999537170,,Colour: Linen,publish,,0,17/04/22 11:02,1049,closed,SM-PROVENCE-LINEN,SM-PROVENCE-IVORY-P,,onbackorder,no
Sheer Curtain Fabric Provence - White,variation-999537172-of-sheer-curtain-fabric-provence,999535286,999537172,,Colour: White,publish,,0,17/04/22 11:02,1049,closed,SM-PROVENCE-WHITE,SM-PROVENCE-IVORY-P,,onbackorder,no
Designers Guild Wallpaper Corneille (Copy),,,999539170,The wonderful textured background effect from our Aubriet panel design featured in this elegant wallpaper is reminiscent of the distressed walls of a Tuscan villa. Printed in three stunning colourways on heavyweight non-woven grounds for ease of hanging.,"<h1>wallpaper guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-WALLPAPER-CARE.pdf""><span style=""color:#696969"">here </span></a></strong>to download.</p>",draft,,0,17/04/22 11:02,1311,open,PDG718-01-P-1,,,onbackorder,no
Designers Guild Wallpaper Corneille (Copy) - Fuchsia,variation-999532353-of-designers-guild-wallpaper-corneille-2,999539170,999539175,,Colour: Fuchsia,publish,,0,17/04/22 11:02,1311,closed,PDG718-01-1,PDG718-01-P-1,,onbackorder,no
Designers Guild Wallpaper Corneille (Copy) - Amethyst,variation-999532358-of-designers-guild-wallpaper-corneille-2,999539170,999539177,,Colour: Amethyst,publish,,0,17/04/22 11:02,1311,closed,PDG718-02-1,PDG718-01-P-1,,onbackorder,no
Designers Guild Wallpaper Corneille (Copy) - Slate Blue,variation-999532363-of-designers-guild-wallpaper-corneille-2,999539170,999539179,,Colour: Slate Blue,publish,,0,17/04/22 11:02,1311,closed,PDG718-03-1,PDG718-01-P-1,,onbackorder,no
Barbados Whitewash Buffet,barbados-whitewash-buffet,,999539454,,,private,,0,17/04/22 11:02,1,open,RFA-HG2016,,,onbackorder,no
