post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:care_code,meta:total_sales,meta:attribute_pa_colour,meta:attribute_pa_shape,meta:attribute_pa_size,meta:attribute_pa_sizes,attribute:Assembly,attribute_data:Assembly,attribute_default:Assembly,attribute:pa_assembly,attribute_data:pa_assembly,attribute_default:pa_assembly,attribute:pa_availability,attribute_data:pa_availability,attribute_default:pa_availability,attribute:pa_availabilty,attribute_data:pa_availabilty,attribute_default:pa_availabilty,attribute:pa_brand-name,attribute_data:pa_brand-name,attribute_default:pa_brand-name,attribute:pa_brands,attribute_data:pa_brands,attribute_default:pa_brands,attribute:pa_collection,attribute_data:pa_collection,attribute_default:pa_collection,attribute:pa_colour,attribute_data:pa_colour,attribute_default:pa_colour,attribute:pa_colour-number,attribute_data:pa_colour-number,attribute_default:pa_colour-number,attribute:pa_composition,attribute_data:pa_composition,attribute_default:pa_composition,attribute:pa_construction,attribute_data:pa_construction,attribute_default:pa_construction,attribute:pa_country-of-origin,attribute_data:pa_country-of-origin,attribute_default:pa_country-of-origin,attribute:pa_current-deal,attribute_data:pa_current-deal,attribute_default:pa_current-deal,attribute:pa_delivery,attribute_data:pa_delivery,attribute_default:pa_delivery,attribute:pa_design-name,attribute_data:pa_design-name,attribute_default:pa_design-name,attribute:pa_design-style,attribute_data:pa_design-style,attribute_default:pa_design-style,attribute:pa_dimensions,attribute_data:pa_dimensions,attribute_default:pa_dimensions,attribute:pa_effects,attribute_data:pa_effects,attribute_default:pa_effects,attribute:pa_end-use,attribute_data:pa_end-use,attribute_default:pa_end-use,attribute:pa_horizontal-pattern-repeat,attribute_data:pa_horizontal-pattern-repeat,attribute_default:pa_horizontal-pattern-repeat,attribute:pa_lightfastness,attribute_data:pa_lightfastness,attribute_default:pa_lightfastness,attribute:pa_match,attribute_data:pa_match,attribute_default:pa_match,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_nuance,attribute_data:pa_nuance,attribute_default:pa_nuance,attribute:pa_origin,attribute_data:pa_origin,attribute_default:pa_origin,attribute:pa_pattern,attribute_data:pa_pattern,attribute_default:pa_pattern,attribute:pa_pattern-height,attribute_data:pa_pattern-height,attribute_default:pa_pattern-height,attribute:pa_pattern-repeat,attribute_data:pa_pattern-repeat,attribute_default:pa_pattern-repeat,attribute:pa_pattern-width,attribute_data:pa_pattern-width,attribute_default:pa_pattern-width,attribute:pa_primary-colour,attribute_data:pa_primary-colour,attribute_default:pa_primary-colour,attribute:pa_repeat-size,attribute_data:pa_repeat-size,attribute_default:pa_repeat-size,attribute:pa_roll-length,attribute_data:pa_roll-length,attribute_default:pa_roll-length,attribute:pa_roll-width,attribute_data:pa_roll-width,attribute_default:pa_roll-width,attribute:pa_room-type,attribute_data:pa_room-type,attribute_default:pa_room-type,attribute:pa_secondary-colour,attribute_data:pa_secondary-colour,attribute_default:pa_secondary-colour,attribute:pa_shape,attribute_data:pa_shape,attribute_default:pa_shape,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sizes,attribute_data:pa_sizes,attribute_default:pa_sizes,attribute:pa_sold-by,attribute_data:pa_sold-by,attribute_default:pa_sold-by,attribute:pa_style,attribute_data:pa_style,attribute_default:pa_style,attribute:pa_timber,attribute_data:pa_timber,attribute_default:pa_timber,attribute:pa_usage,attribute_data:pa_usage,attribute_default:pa_usage,attribute:pa_vertical-pattern-repeat,attribute_data:pa_vertical-pattern-repeat,attribute_default:pa_vertical-pattern-repeat,attribute:pa_washability,attribute_data:pa_washability,attribute_default:pa_washability,attribute:pa_weight,attribute_data:pa_weight,attribute_default:pa_weight,attribute:pa_width,attribute_data:pa_width,attribute_default:pa_width
"Boras Tapeter Wallpaper Bersa Ii",boras-tapeter-wallpaper-bersa-ii,,456941,"We have lovingly adapted Stig Lindberg's classic Bersa motif, with the growing leaf becoming even more playful in its larger scale. Five mild pastels that work well in family rooms and children's rooms alike. This children's wallpaper is seen here in a yellow colour scheme.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,"2022-03-03 17:36:12",1,open,BT-6244-P,,,no,no,,245,,1.3,60,8.5,60,,outofstock,no,no,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6244-1.jpg ! alt : Boras Tapeter Wallpaper Bersa Ii  ! title : Boras Tapeter Wallpaper Bersa Ii  1 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6244-2.jpg ! alt : Boras Tapeter Wallpaper Bersa Ii  ! title : Boras Tapeter Wallpaper Bersa Ii  2 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6244-3.jpg ! alt : Boras Tapeter Wallpaper Bersa Ii  ! title : Boras Tapeter Wallpaper Bersa Ii  3 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6244-4.jpg ! alt : Boras Tapeter Wallpaper Bersa Ii  ! title : Boras Tapeter Wallpaper Bersa Ii  4 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6244-5.jpg ! alt : Boras Tapeter Wallpaper Bersa Ii  ! title : Boras Tapeter Wallpaper Bersa Ii  5 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-bersa-ii/,,,,,,,,,,,,variable,outofstock,Wallpaper,,,,0,,,,,,,,,,,"Delivery 3 weeks after ordering. Order now",32|1|0,,,,,"Boras Tapeter, Boras Tapeter Wallpaper",1|1|0,,,,,"Scandinavian Designers Mini",2|1|0,,6244|6245|6246|6247|6248,3|1|1,6244,,,,"Non Woven Paste the Wall",7|1|0,,,,,,,,,,,Free,33|1|0,,"Bersa Ii",4|1|0,,"Mid Century",5|1|0,,,,,,,,,,,,,,,,,"Straight Match",8|1|0,,,,,,,,Sweden,14|1|0,,"Animals &amp; Nature",6|1|0,,,,,10.6Cm,15|1|0,,,,,,,,,,,10.05M,12|1|0,,,,,,,,,,,,,,,,,,,,Roll,13|1|0,,,,,,,,,,,,,,,,,,,,53Cm,11|1|0,
"Boras Tapeter Wallpaper Bersa Ii - 6244",variation-458209-of-boras-tapeter-wallpaper-bersa-ii,456941,458209,,"Colour: 6244",publish,,0,"2022-03-03 17:51:52",1,closed,BT-6244,BT-6244-P,,no,no,0,245,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6244-1-1.jpg ! alt :  ! title : BT-6244-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-bersa-ii/,,,,,,,,,,,,,,,,"Free Shipping",,,6244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Bersa Ii - 6245",variation-458215-of-boras-tapeter-wallpaper-bersa-ii,456941,458215,,"Colour: 6245",publish,,0,"2022-03-03 17:51:54",1,closed,BT-6245,BT-6244-P,,no,no,0,245,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6245-1.jpg ! alt :  ! title : BT-6245-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-bersa-ii/,,,,,,,,,,,,,,,,"Free Shipping",,,6245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Bersa Ii - 6246",variation-458221-of-boras-tapeter-wallpaper-bersa-ii,456941,458221,,"Colour: 6246",publish,,0,"2022-03-03 17:51:57",1,closed,BT-6246,BT-6244-P,,no,no,0,245,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6246-1.jpg ! alt :  ! title : BT-6246-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-bersa-ii/,,,,,,,,,,,,,,,,"Free Shipping",,,6246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Bersa Ii - 6247",variation-458227-of-boras-tapeter-wallpaper-bersa-ii,456941,458227,,"Colour: 6247",publish,,0,"2022-03-03 17:51:59",1,closed,BT-6247,BT-6244-P,,no,no,0,245,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6247-1.jpg ! alt :  ! title : BT-6247-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-bersa-ii/,,,,,,,,,,,,,,,,"Free Shipping",,,6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Bersa Ii - 6248",variation-458233-of-boras-tapeter-wallpaper-bersa-ii,456941,458233,,"Colour: 6248",publish,,0,"2022-03-03 17:52:02",1,closed,BT-6248,BT-6244-P,,no,no,0,245,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6248-1.jpg ! alt :  ! title : BT-6248-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-bersa-ii/,,,,,,,,,,,,,,,,"Free Shipping",,,6248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Buddy Birds",boras-tapeter-wallpaper-buddy-birds,,456947,"There are many details hidden among the foliage and hatted bird friends depicted in this hand-drawn wallpaper by Borastapeter. Fantasy birds and owls play on the walls in this very lovable narrative wallpaper pattern. In a light pink colour scheme, designed by Amanda Nordblad.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,"2022-03-03 17:36:16",1,open,BT-6249-P,,,no,no,,217,,1.3,60,8.5,60,,outofstock,no,no,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6249-1.jpg ! alt : Boras Tapeter Wallpaper Buddy Birds  ! title : Boras Tapeter Wallpaper Buddy Birds  1 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6249-2.jpg ! alt : Boras Tapeter Wallpaper Buddy Birds  ! title : Boras Tapeter Wallpaper Buddy Birds  2 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6249-3.jpg ! alt : Boras Tapeter Wallpaper Buddy Birds  ! title : Boras Tapeter Wallpaper Buddy Birds  3 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6249-4.jpg ! alt : Boras Tapeter Wallpaper Buddy Birds  ! title : Boras Tapeter Wallpaper Buddy Birds  4 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6249-5.jpg ! alt : Boras Tapeter Wallpaper Buddy Birds  ! title : Boras Tapeter Wallpaper Buddy Birds  5 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-buddy-birds/,,,,,,,,,,,,variable,outofstock,Wallpaper,,,,0,,,,,,,,,,,"Delivery 3 weeks after ordering. Order now",32|1|0,,,,,"Boras Tapeter, Boras Tapeter Wallpaper",1|1|0,,,,,"Scandinavian Designers Mini",2|1|0,,6249|6250,3|1|1,6249,,,,"Non Woven Paste the Wall",7|1|0,,,,,,,,,,,Free,33|1|0,,"Buddy Birds",4|1|0,,"Mid Century",5|1|0,,,,,,,,,,,,,,,,,"Straight Match",8|1|0,,,,,,,,Sweden,14|1|0,,Motif,6|1|0,,,,,26.5Cm,15|1|0,,,,,,,,,,,10.05M,12|1|0,,,,,,,,,,,,,,,,,,,,Roll,13|1|0,,,,,,,,,,,,,,,,,,,,53Cm,11|1|0,
"Boras Tapeter Wallpaper Buddy Birds - 6249",variation-458239-of-boras-tapeter-wallpaper-buddy-birds,456947,458239,,"Colour: 6249",publish,,0,"2022-03-03 17:52:04",1,closed,BT-6249,BT-6249-P,,no,no,0,217,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6249-1-1.jpg ! alt :  ! title : BT-6249-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-buddy-birds/,,,,,,,,,,,,,,,,"Free Shipping",,,6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Buddy Birds - 6250",variation-458245-of-boras-tapeter-wallpaper-buddy-birds,456947,458245,,"Colour: 6250",publish,,0,"2022-03-03 17:52:06",1,closed,BT-6250,BT-6249-P,,no,no,0,217,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6250-1.jpg ! alt :  ! title : BT-6250-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-buddy-birds/,,,,,,,,,,,,,,,,"Free Shipping",,,6250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Charlie",boras-tapeter-wallpaper-charlie,,456953,"A hand-drawn children's wallpaper in light, vibrant hues, with squirrels swinging, hanging upside down and gathering acorns. The contrasts, details and vibrant colours get the imagination going in this narrative pattern, created in Borastapeter's Design Studio by Amanda Nordblad.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,"2022-03-03 17:36:20",1,open,BT-6251-P,,,no,no,,217,,1.3,60,8.5,60,,outofstock,no,no,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6251-1.jpg ! alt : Boras Tapeter Wallpaper Charlie  ! title : Boras Tapeter Wallpaper Charlie  1 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6251-2.jpg ! alt : Boras Tapeter Wallpaper Charlie  ! title : Boras Tapeter Wallpaper Charlie  2 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6251-3.jpg ! alt : Boras Tapeter Wallpaper Charlie  ! title : Boras Tapeter Wallpaper Charlie  3 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6251-4.jpg ! alt : Boras Tapeter Wallpaper Charlie  ! title : Boras Tapeter Wallpaper Charlie  4 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6251-5.jpg ! alt : Boras Tapeter Wallpaper Charlie  ! title : Boras Tapeter Wallpaper Charlie  5 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-charlie/,,,,,,,,,,,,variable,outofstock,Wallpaper,,,,0,,,,,,,,,,,"Delivery 3 weeks after ordering. Order now",32|1|0,,,,,"Boras Tapeter, Boras Tapeter Wallpaper",1|1|0,,,,,"Scandinavian Designers Mini",2|1|0,,6251|6252|6253|6254|6255,3|1|1,6251,,,,"Non Woven Paste the Wall",7|1|0,,,,,,,,,,,Free,33|1|0,,Charlie,4|1|0,,"Mid Century",5|1|0,,,,,,,,,,,,,,,,,"Half Drop",8|1|0,,,,,,,,Sweden,14|1|0,,Motif,6|1|0,,,,,53Cm,15|1|0,,,,,,,,,,,10.05M,12|1|0,,,,,,,,,,,,,,,,,,,,Roll,13|1|0,,,,,,,,,,,,,,,,,,,,53Cm,11|1|0,
"Boras Tapeter Wallpaper Charlie - 6251",variation-458251-of-boras-tapeter-wallpaper-charlie,456953,458251,,"Colour: 6251",publish,,0,"2022-03-03 17:52:09",1,closed,BT-6251,BT-6251-P,,no,no,0,217,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6251-1-1.jpg ! alt :  ! title : BT-6251-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-charlie/,,,,,,,,,,,,,,,,"Free Shipping",,,6251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Charlie - 6252",variation-458257-of-boras-tapeter-wallpaper-charlie,456953,458257,,"Colour: 6252",publish,,0,"2022-03-03 17:52:11",1,closed,BT-6252,BT-6251-P,,no,no,0,217,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6252-1.jpg ! alt :  ! title : BT-6252-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-charlie/,,,,,,,,,,,,,,,,"Free Shipping",,,6252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Charlie - 6253",variation-458263-of-boras-tapeter-wallpaper-charlie,456953,458263,,"Colour: 6253",publish,,0,"2022-03-03 17:52:15",1,closed,BT-6253,BT-6251-P,,no,no,0,217,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6253-1.jpg ! alt :  ! title : BT-6253-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-charlie/,,,,,,,,,,,,,,,,"Free Shipping",,,6253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Charlie - 6254",variation-458269-of-boras-tapeter-wallpaper-charlie,456953,458269,,"Colour: 6254",publish,,0,"2022-03-03 17:52:17",1,closed,BT-6254,BT-6251-P,,no,no,0,217,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6254-1.jpg ! alt :  ! title : BT-6254-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-charlie/,,,,,,,,,,,,,,,,"Free Shipping",,,6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Charlie - 6255",variation-458275-of-boras-tapeter-wallpaper-charlie,456953,458275,,"Colour: 6255",publish,,0,"2022-03-03 17:52:19",1,closed,BT-6255,BT-6251-P,,no,no,0,217,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6255-1.jpg ! alt :  ! title : BT-6255-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-charlie/,,,,,,,,,,,,,,,,"Free Shipping",,,6255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boras Tapeter Wallpaper Sweetheart",boras-tapeter-wallpaper-sweetheart,,456959,"We can't get enough of these sweet hearts! Glimmering and with a textile-like structure, these simple shapes make for a particularly lovable pattern, now a wallpaper for children's rooms. The wallpaper, which was designed by Borastapeter's Amanda Nordblad, you can see here in a charming pink colour scheme.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,"2022-03-03 17:36:25",1,open,BT-6256-P,,,no,no,,175,,1.3,60,8.5,60,,outofstock,no,no,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6256-1.jpg ! alt : Boras Tapeter Wallpaper Sweetheart  ! title : Boras Tapeter Wallpaper Sweetheart  1 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6256-2.jpg ! alt : Boras Tapeter Wallpaper Sweetheart  ! title : Boras Tapeter Wallpaper Sweetheart  2 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6256-3.jpg ! alt : Boras Tapeter Wallpaper Sweetheart  ! title : Boras Tapeter Wallpaper Sweetheart  3 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6256-4.jpg ! alt : Boras Tapeter Wallpaper Sweetheart  ! title : Boras Tapeter Wallpaper Sweetheart  4 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/BT-6256-5.jpg ! alt : Boras Tapeter Wallpaper Sweetheart  ! title : Boras Tapeter Wallpaper Sweetheart  5 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-sweetheart/,,,,,,,,,,,,variable,outofstock,Wallpaper,,,,0,,,,,,,,,,,"Delivery 3 weeks after ordering. Order now",32|1|0,,,,,"Boras Tapeter, Boras Tapeter Wallpaper",1|1|0,,,,,"Scandinavian Designers Mini",2|1|0,,6256|6257,3|1|1,6256,,,,"Non Woven Paste the Wall",7|1|0,,,,,,,,,,,Free,33|1|0,,Sweetheart,4|1|0,,"Mid Century",5|1|0,,,,,,,,,,,,,,,,,"Straight Match",8|1|0,,,,,,,,Sweden,14|1|0,,Motif,6|1|0,,,,,13.25Cm,15|1|0,,,,,,,,,,,10.05M,12|1|0,,,,,,,,,,,,,,,,,,,,Roll,13|1|0,,,,,,,,,,,,,,,,,,,,53Cm,11|1|0,
"Boras Tapeter Wallpaper Sweetheart - 6256",variation-458281-of-boras-tapeter-wallpaper-sweetheart,456959,458281,,"Colour: 6256",publish,,0,"2022-03-03 17:52:21",1,closed,BT-6256,BT-6256-P,,no,no,0,175,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/BT-6256-1-1.jpg ! alt :  ! title : BT-6256-1 ! desc :  ! caption : ",,https://localhost/products/boras-tapeter-wallpaper-sweetheart/,,,,,,,,,,,,,,,,"Free Shipping",,,6256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
