post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:hubwoo_ecomm_invalid_pro,meta:hubwoo_ecomm_pro_id,meta:mc4wp_updated_at,meta:total_sales,meta:attribute_pa_colour,meta:attribute_pa_seats,meta:attribute_pa_size,meta:attribute_pa_upholstery,meta:attribute_sizes,attribute:brands,attribute_data:brands,attribute_default:brands,attribute:pa_abrasion-test,attribute_data:pa_abrasion-test,attribute_default:pa_abrasion-test,attribute:pa_availability,attribute_data:pa_availability,attribute_default:pa_availability,attribute:pa_back,attribute_data:pa_back,attribute_default:pa_back,attribute:pa_base,attribute_data:pa_base,attribute_default:pa_base,attribute:pa_bed-size,attribute_data:pa_bed-size,attribute_default:pa_bed-size,attribute:pa_body,attribute_data:pa_body,attribute_default:pa_body,attribute:pa_brand-name,attribute_data:pa_brand-name,attribute_default:pa_brand-name,attribute:pa_brands,attribute_data:pa_brands,attribute_default:pa_brands,attribute:pa_clasps,attribute_data:pa_clasps,attribute_default:pa_clasps,attribute:pa_collection,attribute_data:pa_collection,attribute_default:pa_collection,attribute:pa_colour,attribute_data:pa_colour,attribute_default:pa_colour,attribute:pa_composition,attribute_data:pa_composition,attribute_default:pa_composition,attribute:pa_delivery,attribute_data:pa_delivery,attribute_default:pa_delivery,attribute:pa_design,attribute_data:pa_design,attribute_default:pa_design,attribute:pa_design-name,attribute_data:pa_design-name,attribute_default:pa_design-name,attribute:pa_design-style,attribute_data:pa_design-style,attribute_default:pa_design-style,attribute:pa_detailing,attribute_data:pa_detailing,attribute_default:pa_detailing,attribute:pa_end-use,attribute_data:pa_end-use,attribute_default:pa_end-use,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_feet,attribute_data:pa_feet,attribute_default:pa_feet,attribute:pa_fill,attribute_data:pa_fill,attribute_default:pa_fill,attribute:pa_frame,attribute_data:pa_frame,attribute_default:pa_frame,attribute:pa_frame-and-legs,attribute_data:pa_frame-and-legs,attribute_default:pa_frame-and-legs,attribute:pa_handles,attribute_data:pa_handles,attribute_default:pa_handles,attribute:pa_horizontal-pattern-repeat,attribute_data:pa_horizontal-pattern-repeat,attribute_default:pa_horizontal-pattern-repeat,attribute:pa_inslay,attribute_data:pa_inslay,attribute_default:pa_inslay,attribute:pa_leather,attribute_data:pa_leather,attribute_default:pa_leather,attribute:pa_legs,attribute_data:pa_legs,attribute_default:pa_legs,attribute:pa_legs-colour,attribute_data:pa_legs-colour,attribute_default:pa_legs-colour,attribute:pa_match,attribute_data:pa_match,attribute_default:pa_match,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute_default:pa_metal,attribute:pa_origin,attribute_data:pa_origin,attribute_default:pa_origin,attribute:pa_pattern,attribute_data:pa_pattern,attribute_default:pa_pattern,attribute:pa_pattern-repeat,attribute_data:pa_pattern-repeat,attribute_default:pa_pattern-repeat,attribute:pa_roll-length,attribute_data:pa_roll-length,attribute_default:pa_roll-length,attribute:pa_rub-test,attribute_data:pa_rub-test,attribute_default:pa_rub-test,attribute:pa_seat-and-back,attribute_data:pa_seat-and-back,attribute_default:pa_seat-and-back,attribute:pa_seats,attribute_data:pa_seats,attribute_default:pa_seats,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sold-by,attribute_data:pa_sold-by,attribute_default:pa_sold-by,attribute:pa_table-materials,attribute_data:pa_table-materials,attribute_default:pa_table-materials,attribute:pa_tabletop,attribute_data:pa_tabletop,attribute_default:pa_tabletop,attribute:pa_top,attribute_data:pa_top,attribute_default:pa_top,attribute:pa_upholstery,attribute_data:pa_upholstery,attribute_default:pa_upholstery,attribute:pa_upholstry,attribute_data:pa_upholstry,attribute_default:pa_upholstry,attribute:pa_vertical-pattern-repeat,attribute_data:pa_vertical-pattern-repeat,attribute_default:pa_vertical-pattern-repeat,attribute:pa_wide-width,attribute_data:pa_wide-width,attribute_default:pa_wide-width,attribute:pa_width,attribute_data:pa_width,attribute_default:pa_width,attribute:pa_wood,attribute_data:pa_wood,attribute_default:pa_wood,attribute:sizes,attribute_data:sizes,attribute_default:sizes
"Andrew Martin Fabric Hedgerow - Cerise",variation-999535452-of-andrew-martin-fabric-hedgerow,999534955,999535455,,"Colour: Cerise",publish,,0,"2022-04-17 10:46:57",1049,closed,HedgerowCerise,HedgerowCerise-P,,no,no,,442,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/HedgerowCerise-3-1.jpg ! alt :  ! title : HedgerowCerise-3 ! desc :  ! caption : ",,https://localhost/products/andrew-martin-fabric-hedgerow/,,,,,,,,,,,,,,,,"Free Shipping",,1416852105,,0,Cerise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrew Martin Fabric Hedgerow - Quince",variation-999535454-of-andrew-martin-fabric-hedgerow,999534955,999535457,,"Colour: Quince",publish,,0,"2022-04-17 10:46:58",1049,closed,HedgerowQuince,HedgerowCerise-P,,no,no,,442,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/HedgerowQuince-3.jpg ! alt :  ! title : HedgerowQuince-3 ! desc :  ! caption : ",,https://localhost/products/andrew-martin-fabric-hedgerow/,,,,,,,,,,,,,,,,"Free Shipping",,1416857453,,0,Quince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Fabric Soft Jardin Exo'Chic",christian-lacroix-fabric-soft-jardin-exochic,,999534958,"An exquisite and exotic digitally printed palm forest vista. This extraordinary printed velvet is as graphic as it is luxurious for overscale upholstery projects with a sense of drama, as well as the most stunning curtains.","<h1>Care Code</h1><p><img align=""baseline"" alt=""DO NOT WASH"" height=""36"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-WASH.png"" title=""DO NOT WASH"" width=""50"" /><img align=""baseline"" alt=""NO BLEACH"" height=""42"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=""NO BLEACH"" width=""44"" /><img align=""baseline"" alt=""NO TUMBLE DRY"" height=""36"" src=""""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"""" title=""NO TUMBLE DRY"" width=""39"" /><img align=""baseline"" alt=""DO NOT IRON"" height=""41"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-IRON.png"" title=""DO NOT IRON"" width=""59"" /><img align=""baseline"" alt=""PROFESSIONAL DRY CLEAN"" height=""46"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=""PROFESSIONAL DRY CLEAN"" width=""44"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabric.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </span></span></a></strong><span style=""font-size: 1em;"">to download.</span></span></p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,"1970-01-01 00:00:00",1049,open,FCL038-01-P,,,no,no,,591,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL038-01.jpg ! alt : Christian Lacroix Fabric Soft Jardin Exo'Chic ! title : Christian Lacroix Fabric Soft Jardin Exo'Chic 1 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/04/FCL038-01-1.jpg ! alt : Christian Lacroix Fabric Soft Jardin Exo'Chic ! title : Christian Lacroix Fabric Soft Jardin Exo'Chic 2 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/04/FCL038-01-2.jpg ! alt : Christian Lacroix Fabric Soft Jardin Exo'Chic ! title : Christian Lacroix Fabric Soft Jardin Exo'Chic 3 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-soft-jardin-exochic/,,,,,,,,,,,,variable,,"Fabric > Curtains",,,yes,,2022-03-18T06:32:48+00:00,0,,,,,,,,,,,,"Order Now!",15|1|0,,,,,,,,,,,,,,,,,"Christian Lacroix Fabric",1|1|0,,,,,Cabanon,2|1|0,,Black|Green,4|1|1,Black,"88% Cotton 12% Polyester",7|1|0,,Free,16|1|0,,,,,"Soft Jardin Exo'Chic",3|1|0,,"Modern Contemporary",5|1|0,,,,,"Blinds &amp; Accessories, Drapery, Upholstery - General Domestic",11|1|0,,,,,,,,,,,,,,,,,,,,137Cm,9|1|0,,,,,,,,,,,,,,,,,,,,,,,"Designed By The House Of Christian Lacroix In Paris, Shipped From The Uk",13|1|0,,"Animals / Nature / Insects",6|1|0,,,,,,,,"70000 Martindale",12|1|0,,,,,,,,,,,Metre,14|1|0,,,,,,,,,,,,,,,,,185Cm,8|1|0,,,,,137Cm,10|1|0,,,,,,,
"Christian Lacroix Fabric Soft Jardin Exo'Chic - Black",variation-999535456-of-christian-lacroix-fabric-soft-jardin-exochic,999534958,999535462,,"Colour: Black",publish,,0,"2022-04-17 10:47:01",1049,closed,FCL038-01,FCL038-01-P,,no,no,,591,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL038-01-3.jpg ! alt :  ! title : FCL038-01 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-soft-jardin-exochic/,,,,,,,,,,,,,,,,"Free Shipping",,1416847763,,0,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Fabric Soft Jardin Exo'Chic - Green",variation-999535460-of-christian-lacroix-fabric-soft-jardin-exochic,999534958,999535464,,"Colour: Green",publish,,0,"2022-04-17 10:47:01",1049,closed,FCL038-02,FCL038-01-P,,no,no,,591,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL038-02.jpg ! alt :  ! title : FCL038-02 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-soft-jardin-exochic/,,,,,,,,,,,,,,,,"Free Shipping",,1416850189,,0,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Fabric Cabanon",christian-lacroix-fabric-cabanon,,999534962,"A fabulous and functional printed cotton mix stripe, with bands of painterly tone creating washes of colour. This design represents Lacroix's bestselling Sol y Sombra silk stripe fit to the demands of upholstery.","<h1>Care Code</h1><p><img align=baseline alt=DO NOT WASH height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-WASH.png"" title=DO NOT WASH width=50 /><img align=baseline alt=NO BLEACH height=42 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=NO BLEACH width=44 /><img align=baseline alt=NO TUMBLE DRY height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"" title=NO TUMBLE DRY width=39 /><img align=baseline alt=MEDIUM IRON height=31 src=/site/inspirynz/DOCUMENTS/MEDIUM IRON.png title=MEDIUM IRON width=49 /><img align=baseline alt=PROFESSIONAL DRY CLEAN height=46 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=PROFESSIONAL DRY CLEAN width=44 /></p><h1>Care Code Guide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabric.<br /><br />Please click <strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=color:#ff0033;>here<span style=color:#696969;> </span></span></a></strong><span style=font-size: 1em;>to download.</span></span></p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,"1970-01-01 00:00:00",1049,open,FCL051-01-P,,,no,no,,409,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL051-01.jpg ! alt : Christian Lacroix Fabric Cabanon ! title : Christian Lacroix Fabric Cabanon 1 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/04/FCL051-01-1.jpg ! alt : Christian Lacroix Fabric Cabanon ! title : Christian Lacroix Fabric Cabanon 2 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/04/FCL051-01-2.jpg ! alt : Christian Lacroix Fabric Cabanon ! title : Christian Lacroix Fabric Cabanon 3 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-cabanon/,,,,,,,,,,,,variable,,"Fabric > Upholstery",,,yes,,2022-03-18T06:32:49+00:00,0,,,,,,,,,,,,"Delivery 3 weeks after ordering. Order now",15|1|0,,,,,,,,,,,,,,,,,"Christian Lacroix Fabric",1|1|0,,,,,Cabanon,2|1|0,,Black|Green|Pink|Red,4|1|1,Black,"50% Polyester 50% Cotton",7|1|0,,Free,16|1|0,,,,,Cabanon,3|1|0,,"Modern Contemporary",5|1|0,,,,,"Blinds &amp; Accessories, Drapery, Upholstery - General Domestic",11|1|0,,,,,,,,,,,,,,,,,,,,5Cm,9|1|0,,,,,,,,,,,,,,,,,,,,,,,"Designed By The House Of Christian Lacroix In Paris, Shipped From The Uk",13|1|0,,Stripe,6|1|0,,,,,,,,"40000 Martindale",12|1|0,,,,,,,,,,,Metre,14|1|0,,,,,,,,,,,,,,,,,nil,8|1|0,,,,,142Cm,10|1|0,,,,,,,
"Christian Lacroix Fabric Cabanon - Black",variation-999535464-of-christian-lacroix-fabric-cabanon,999534962,999535469,,"Colour: Black",publish,,0,"2022-04-17 10:47:04",1049,closed,FCL051-01,FCL051-01-P,,no,no,,409,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL051-01-3.jpg ! alt :  ! title : FCL051-01 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-cabanon/,,,,,,,,,,,,,,,,"Free Shipping",,1416858718,,0,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Fabric Cabanon - Pink",variation-999535468-of-christian-lacroix-fabric-cabanon,999534962,999535471,,"Colour: Pink",publish,,0,"2022-04-17 10:47:04",1049,closed,FCL051-03,FCL051-01-P,,no,no,,409,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL051-03.jpg ! alt :  ! title : FCL051-03 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-cabanon/,,,,,,,,,,,,,,,,"Free Shipping",,1416847764,,0,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Fabric Cabanon - Red",variation-999535472-of-christian-lacroix-fabric-cabanon,999534962,999535473,,"Colour: Red",publish,,0,"2022-04-17 10:47:05",1049,closed,FCL051-04,FCL051-01-P,,no,no,,409,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL051-04.jpg ! alt :  ! title : FCL051-04 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-cabanon/,,,,,,,,,,,,,,,,"Free Shipping",,1416850188,,0,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Fabric Cabanon - Green",variation-999535476-of-christian-lacroix-fabric-cabanon,999534962,999535476,,"Colour: Green",publish,,0,"2022-04-17 10:47:06",1049,closed,FCL051-06,FCL051-01-P,,no,no,,409,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL051-06.jpg ! alt :  ! title : FCL051-06 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-cabanon/,,,,,,,,,,,,,,,,"Free Shipping",,1416851614,,0,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Fabric Honneurs",christian-lacroix-fabric-honneurs,,999534966,"An eclectic decoupage of imagery combining vintage prints with south American Aztec patterns. This statement design from the house of Lacroix is digitally printed onto luxurious cotton velvet to add a touch of glamour to your interior scheme. Perfect for all applications from curtains to bedcovers and upholstery.","<h1>Care Code</h1><p><img align=baseline alt=DO NOT WASH height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-WASH.png"" title=DO NOT WASH width=50 /><img align=baseline alt=NO BLEACH height=42 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=NO BLEACH width=44 /><img align=baseline alt=NO TUMBLE DRY height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"" title=NO TUMBLE DRY width=39 /><img align=baseline alt=DO NOT IRON height=41 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-IRON.png"" title=DO NOT IRON width=59 /><img align=baseline alt=PROFESSIONAL DRY CLEAN height=46 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=PROFESSIONAL DRY CLEAN width=44 /></p><h1>Care Code Guide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabric.<br /><br />Please click <strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=color:#ff0033;>here<span style=color:#696969;> </span></span></a></strong><span style=font-size: 1em;>to download.</span></span></p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,"1970-01-01 00:00:00",1049,open,FCL2500-03-P,,,no,no,,458,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL2500-03.jpg ! alt : Christian Lacroix Fabric Honneurs ! title : Christian Lacroix Fabric Honneurs 1 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/04/FCL2500-03-1.jpg ! alt : Christian Lacroix Fabric Honneurs ! title : Christian Lacroix Fabric Honneurs 2 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/04/FCL2500-03-2.jpg ! alt : Christian Lacroix Fabric Honneurs ! title : Christian Lacroix Fabric Honneurs 3 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-honneurs/,,,,,,,,,,,,variable,,"Fabric > Curtains",,,yes,,2022-03-18T06:32:49+00:00,0,,,,,,,,,,,,"Delivery 3 weeks after ordering. Order now",15|1|0,,,,,,,,,,,,,,,,,"Christian Lacroix Fabric",1|1|0,,,,,Cabanon,2|1|0,,Grey|Orange,4|1|1,Orange,"72%Viscose 20%Polyester|8%Linen",7|1|0,,Free,16|1|0,,,,,Honneurs,3|1|0,,"Modern Contemporary",5|1|0,,,,,"Blinds &amp; Accessories, Drapery, Upholstery - General Domestic",11|1|0,,,,,,,,,,,,,,,,,,,,18Cm,9|1|0,,,,,,,,,,,,,,,,,,,,,,,"Designed By The House Of Christian Lacroix In Paris, Shipped From The Uk",13|1|0,,Geometric,6|1|0,,,,,,,,"50000 Martindales",12|1|0,,,,,,,,,,,Metre,14|1|0,,,,,,,,,,,,,,,,,3Cm,8|1|0,,,,,138Cm,10|1|0,,,,,,,
"Christian Lacroix Fabric Honneurs - Orange",variation-999535480-of-christian-lacroix-fabric-honneurs,999534966,999535481,,"Colour: Orange",publish,,0,"2022-04-17 10:47:10",1049,closed,FCL2500-03,FCL2500-03-P,,no,no,,458,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL2500-03-3.jpg ! alt :  ! title : FCL2500-03 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-honneurs/,,,,,,,,,,,,,,,,"Free Shipping",,1416849523,,0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Fabric Honneurs - Grey",variation-999535484-of-christian-lacroix-fabric-honneurs,999534966,999535484,,"Colour: Grey",publish,,0,"2022-04-17 10:47:11",1049,closed,FCL2500-04,FCL2500-03-P,,no,no,,458,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL2500-04.jpg ! alt :  ! title : FCL2500-04 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-honneurs/,,,,,,,,,,,,,,,,"Free Shipping",,1416852758,,0,Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Fabric Reveries",christian-lacroix-fabric-reveries,,999534970,"Take yourself into a Lacroix dream world in this eclectic print. mythical creatures and images in a magical kingdom are combined with a not so traditional toile pattern. This statement design is digitally printed onto cotton for curtains, cushions, bedcovers and upholstery.","<h1>Care Code</h1><p>&nbsp;<img align=baseline alt=PROFESSIONAL DRY CLEAN height=46 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=PROFESSIONAL DRY CLEAN width=44 />&nbsp;<img align=baseline alt=MEDIUM IRON height=31 src=/site/inspirynz/DOCUMENTS/MEDIUM IRON.png title=MEDIUM IRON width=49 /><img align=baseline alt=MACHINE WASH UP TO 30DEG height=33 src=/site/inspirynz/DOCUMENTS/MACHINE WASH UP TO 30DEG.png title=MACHINE WASH UP TO 30DEG width=45 /><img align=baseline alt=NO BLEACH height=42 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=NO BLEACH width=44 /><img align=baseline alt=NO TUMBLE DRY height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"" title=NO TUMBLE DRY width=39 /><br /><br />&nbsp;</p><h1>Care Code Guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=color:#ff3300;>here </a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,"1970-01-01 00:00:00",1049,open,FCL7008-01-P,,,no,no,,359,,0.4,0.5,0.5,160,,instock,no,no,,no,taxable,,,,,,,0,0,,,"http://localhost/wp-content/uploads/2022/04/FCL7008-01.jpg ! alt : Christian Lacroix Fabric Reveries ! title : Christian Lacroix Fabric Reveries 1 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-fabric-reveries/,,,,,,,,,,,,variable,,"Fabric > Curtains",,,yes,,2022-03-18T06:32:49+00:00,0,,,,,,,,,,,,"Delivery 3 weeks after ordering. Order now",15|1|0,,,,,,,,,,,,,,,,,"Christian Lacroix Fabric",1|1|0,,,,,"Au Theatre Ce Soir",2|1|0,,"Tomette|Vert Buis",4|1|1,"Vert Buis","100% Cotton",7|1|0,,Free,16|1|0,,,,,Reveries,3|1|0,,"Modern Contemporary",5|1|0,,,,,"Blinds &amp; Accessories, Drapery, Upholstery - General Domestic",11|1|0,,,,,,,,,,,,,,,,,,,,137Cm,9|1|0,,,,,,,,,,,,,,"Straight March",13|1|0,,,,,,,,"Designed By The House Of Christian Lacroix In Paris, Shipped From The Uk",14|1|0,,Toile,6|1|0,,,,,,,,"26000 Martindale",12|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178Cm,8|1|0,,,,,137Cm,10|1|0,,,,,,,
